date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:01	80300/80300	---M--	200	added ('OK')	font/woff2	date:Mon,%2010%20May%202021%2015:39:27%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1)
15:09:02	104280/104280	---M--	200	added ('OK')	font/woff	date:Mon,%2010%20May%202021%2015:39:27%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1)
15:09:03	204528/204528	---M--	200	added ('OK')	font/ttf	date:Mon,%2010%20May%202021%2015:39:27%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1)
15:09:04	243/243	---M--	200	added ('OK')	text/css	date:Thu,%2013%20May%202021%2014:26:49%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/uploads/elementor/css/post-648.css?ver=1620916009	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/uploads/elementor/css/post-648c34a.css	(from https://cursosobrancelhasperfeitas.com/termos-de-uso/)
15:09:04	917575/917575	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2010%20May%202021%2015:39:27%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://cursosobrancelhasperfeitas.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1)
15:09:06	9390/9390	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2018:09:04%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/wp/v2/pages/648	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/wp/v2/pages/648.json	(from https://cursosobrancelhasperfeitas.com/termos-de-uso/)
15:09:07	2368/2368	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2018:09:05%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcursosobrancelhasperfeitas.com%2Ftermos-de-uso%2F	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embedfb6e.json	(from https://cursosobrancelhasperfeitas.com/termos-de-uso/)
15:09:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Jun%202021%2018:09:06%20GMT	https://cursosobrancelhasperfeitas.com/?p=648	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/index0ae0.html	(from https://cursosobrancelhasperfeitas.com/termos-de-uso/)
15:09:08	2460/2460	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2018:09:07%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcursosobrancelhasperfeitas.com%2Ftermos-de-uso%2F&format=xml	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed9bf4	(from https://cursosobrancelhasperfeitas.com/termos-de-uso/)
15:09:08	243/243	---M--	200	added ('OK')	text/css	date:Thu,%2013%20May%202021%2014:17:00%20GMT	https://cursosobrancelhasperfeitas.com/wp-content/uploads/elementor/css/post-642.css?ver=1620915420	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-content/uploads/elementor/css/post-6420b48.css	(from https://cursosobrancelhasperfeitas.com/politica-de-privacidade/)
15:09:10	14254/14254	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2018:09:08%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/wp/v2/pages/642	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/wp/v2/pages/642.json	(from https://cursosobrancelhasperfeitas.com/politica-de-privacidade/)
15:09:11	2433/2433	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Jun%202021%2018:09:09%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcursosobrancelhasperfeitas.com%2Fpolitica-de-privacidade%2F	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed7e05.json	(from https://cursosobrancelhasperfeitas.com/politica-de-privacidade/)
15:09:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Jun%202021%2018:09:10%20GMT	https://cursosobrancelhasperfeitas.com/?p=642	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/indexd1c3.html	(from https://cursosobrancelhasperfeitas.com/politica-de-privacidade/)
15:09:12	2525/2525	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Jun%202021%2018:09:10%20GMT	https://cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcursosobrancelhasperfeitas.com%2Fpolitica-de-privacidade%2F&format=xml	/home/usuario/websites/official/cursosobrancelhasperfeitas.com/wp-json/oembed/1.0/embedf7b9	(from https://cursosobrancelhasperfeitas.com/politica-de-privacidade/)
